store_id,total_quantity,transaction_count,avg_quantity_per_transaction,total_value,unique_products,first_transaction,last_transaction,days_active,avg_daily_quantity,product_variety_score,premise,categoria_pdv,zipcode,performance_tier,region
1008966224293759929,22.0,9,2.4444444,643.7499961853027,4,2022-01-06,2022-11-06,305,0.07213114754098361,0.0005640157924421884,On Premise,Restaurant,80631.0,Low,80
1009252898045068431,34.0,2,17.0,296.15999603271484,2,2022-12-14,2022-12-14,1,34.0,0.0002820078962210942,Off Premise,Package/Liquor,81611.0,Low,81
10097752152132198,594.0,89,6.674157,14769.999861717224,27,2022-01-03,2022-12-27,359,1.6545961002785516,0.0038071065989847717,On Premise,Restaurant,80537.0,Medium,80
1010406168296308741,877.0,127,6.905512,11656.23777103424,54,2022-01-08,2022-12-28,355,2.4704225352112674,0.007614213197969543,On Premise,Restaurant,80525.0,High,80
1010542603702438587,1488.4166,494,3.012989,32486.244569778442,129,2022-01-04,2022-12-27,358,4.157588340716655,0.018189509306260575,Off Premise,Convenience,30701.0,High,30
1011000269259523167,110.99997,36,3.0833325,2108.2097477912903,20,2022-01-10,2022-12-23,348,0.3189654295471893,0.0028200789622109417,On Premise,Restaurant,80134.0,Medium,80
1011260681151405171,16.583332,17,0.9754901,477.18499183654785,13,2022-05-19,2022-11-28,194,0.08548109310189474,0.0018330513254371122,Off Premise,Drug,80917.0,Low,80
1011586440527210001,311.0,29,10.724138,5754.725984573364,16,2022-02-10,2022-12-27,321,0.9688473520249221,0.0022560631697687537,On Premise,Mexican Rest,80232.0,Medium,80
1012525067570406577,5601.25,340,16.474264,68123.21613788605,141,2022-01-06,2022-12-23,352,15.912642045454545,0.01988155668358714,Off Premise,Package/Liquor,80110.0,High,80
1013898398777382527,343.99997,17,20.235292,6074.620030879974,10,2022-02-20,2022-11-29,283,1.215547595344247,0.0014100394811054709,On Premise,Mexican Rest,80016.0,Medium,80
1014193251406137666,270.0,166,1.626506,7108.863975524902,42,2022-01-13,2022-12-29,351,0.7692307692307693,0.005922165820642978,Off Premise,Convenience,80212.0,Medium,80
1016420639633100761,65.0,28,2.3214285,1451.7650146484375,10,2022-04-29,2022-12-30,246,0.26422764227642276,0.0014100394811054709,Off Premise,Convenience,80537.0,Medium,80
1016986421821267689,173.0,103,1.6796117,4387.618003845215,48,2022-01-21,2022-12-27,341,0.5073313782991202,0.00676818950930626,Off Premise,Convenience,80920.0,Medium,80
101848446431680340,79.0,6,13.166667,739.3979549407959,5,2022-07-04,2022-11-28,148,0.5337837837837838,0.0007050197405527354,On Premise,Restaurant,80112.0,Medium,80
1018520816588554800,27.0,10,2.7,1324.2500076293945,2,2022-02-01,2022-11-15,288,0.09375,0.0002820078962210942,On Premise,Theatre,80631.0,Low,80
1019975744353776442,6.0,1,6.0,165.2220001220703,1,2022-06-16,2022-06-16,1,6.0,0.0001410039481105471,On Premise,Church,80223.0,Low,80
1020491045469449287,37.000004,26,1.4230771,4046.310070037842,12,2022-02-10,2022-12-20,314,0.11783440705317601,0.001692047377326565,On Premise,Restaurant,80435.0,Low,80
1020596747932930293,4.0,1,4.0,107.0,1,2022-06-15,2022-06-15,1,4.0,0.0001410039481105471,On Premise,Theatre,30046.0,Low,30
1021309918106175362,163.0,121,1.3471074,4360.577050209045,33,2022-01-04,2022-12-27,358,0.4553072625698324,0.004653130287648054,Off Premise,Convenience,80904.0,Medium,80
1022980495504766810,18.0,15,1.2,1421.7000007629395,6,2022-01-30,2022-12-19,324,0.05555555555555555,0.0008460236886632825,On Premise,Barbeque,30013.0,Low,30
1023265758665523704,5196.283,348,14.931849,56711.36302316189,151,2022-01-07,2022-12-30,358,14.514757550628492,0.02129159616469261,Off Premise,Package/Liquor,80027.0,High,80
1024662539243344862,241.00002,35,6.8857145,3159.6202416419983,26,2022-09-02,2022-12-29,119,2.0252102122587314,0.0036661026508742244,On Premise,Asian,80906.0,Medium,80
1025315966266606664,207.00002,16,12.937501,4249.449964523315,16,2022-09-11,2022-09-11,1,207.00001525878906,0.0022560631697687537,,,,Medium,na
1025452701614693895,5780.7417,418,13.829526,52874.4845995903,205,2022-01-04,2022-12-21,352,16.422561645507812,0.028905809362662155,Off Premise,Package/Liquor,80915.0,High,80
1025895993822162942,1.0,1,1.0,33.0,1,2022-05-24,2022-05-24,1,1.0,0.0001410039481105471,On Premise,Restaurant,80501.0,Low,80
1026477167878932028,79.999985,37,2.1621618,4230.499855995178,16,2022-01-11,2022-12-26,350,0.22857138497488838,0.0022560631697687537,On Premise,Restaurant,80202.0,Medium,80
1026593264139379556,378.0,35,10.8,5456.339988708496,21,2022-01-10,2022-12-26,351,1.0769230769230769,0.002961082910321489,On Premise,Bar,31204.0,Medium,31
1027201762177761957,8.0,5,1.6,263.6000061035156,3,2022-09-01,2022-11-10,71,0.11267605633802817,0.00042301184433164127,On Premise,Golf - Public,81055.0,Low,81
1027356552181929439,6452.25,1368,4.716557,142611.2941198349,224,2022-01-04,2022-12-27,358,18.02304469273743,0.03158488437676255,Off Premise,Super Center,30720.0,High,30
1027606657637901474,2301.75,554,4.1547832,54144.87506771088,245,2022-01-05,2022-12-30,360,6.39375,0.03454596728708404,Off Premise,Package/Liquor,30169.0,High,30
1027859536831022760,1.0,1,1.0,22.350000381469727,1,2022-10-07,2022-10-07,1,1.0,0.0001410039481105471,On Premise,Restaurant,80526.0,Low,80
1029017639755107040,180.0,47,3.8297873,10939.78003692627,20,2022-01-13,2022-11-30,322,0.5590062111801242,0.0028200789622109417,On Premise,Bar,30043.0,Medium,30
1029598268968567982,403.0,208,1.9375,9734.948008537292,59,2022-01-10,2022-12-27,352,1.1448863636363635,0.008319232938522278,Off Premise,Convenience,80125.0,Medium,80
1030145792963830303,500.0,207,2.415459,11275.34501171112,77,2022-01-11,2022-12-27,351,1.4245014245014245,0.010857304004512127,Off Premise,Convenience,30324.0,Medium,30
1031665220937336301,180.0,14,12.857142,1937.6399688720703,5,2022-03-07,2022-12-21,290,0.6206896551724138,0.0007050197405527354,Off Premise,Grocery,30327.0,Medium,30
103179035543227795,973.0,350,2.78,21556.50490951538,117,2022-01-11,2022-12-27,351,2.7720797720797723,0.01649746192893401,Off Premise,Convenience,30039.0,High,30
1032008133226576729,20.0,17,1.1764706,463.25,11,2022-05-03,2022-12-19,231,0.08658008658008658,0.001551043429216018,On Premise,Health Club,30736.0,Low,30
1033165233471770287,184.0,116,1.5862069,4799.908996582031,26,2022-01-06,2022-12-29,358,0.5139664804469274,0.0036661026508742244,Off Premise,Convenience,81301.0,Medium,81
1033408561641400708,909.75,93,9.782258,21894.09361410141,24,2022-01-02,2022-12-29,362,2.513121546961326,0.00338409475465313,On Premise,Bar,80014.0,High,80
1033577449914851179,98.0,30,3.2666667,1961.4300003051758,10,2022-01-04,2022-12-12,343,0.2857142857142857,0.0014100394811054709,On Premise,Restaurant,30030.0,Medium,30
1034130970844678961,832.0,277,3.0036101,15360.288973808289,115,2022-01-12,2022-12-20,343,2.425655976676385,0.016215454032712916,Off Premise,Convenience,30083.0,High,30
1034767811962932473,24.0,1,24.0,308.3999938964844,1,2022-10-12,2022-10-12,1,24.0,0.0001410039481105471,On Premise,Bar,30316.0,Low,30
103479017491533033,36.833332,6,6.138889,817.3649837970734,3,2022-01-25,2022-10-18,267,0.13795255453845534,0.00042301184433164127,On Premise,Banquet/Caterer,30177.0,Low,30
1035766489295722064,105.99996,60,1.766666,3893.959077835083,22,2022-01-10,2022-12-29,354,0.2994349204887778,0.003102086858432036,On Premise,Restaurant,80452.0,Medium,80
1036107342761506188,5.0,5,1.0,697.5,4,2022-03-02,2022-12-21,295,0.01694915254237288,0.0005640157924421884,On Premise,Restaurant,80212.0,Low,80
1036357982208856619,204.5,128,1.5976562,5630.342057228088,40,2022-01-03,2022-12-19,351,0.5826210826210826,0.0056401579244218835,Off Premise,Convenience,80921.0,Medium,80
103661466279199887,1016.8542,29,35.06394,9272.979706466198,26,2022-09-11,2022-12-15,96,10.592231114705404,0.0036661026508742244,Off Premise,Package/Liquor,81654.0,High,81
1036853346128685463,556.99976,105,5.3047595,25388.771068572998,26,2022-01-10,2022-12-30,355,1.569013396786972,0.0036661026508742244,On Premise,Restaurant,80234.0,Medium,80
1037093240482805283,16231.25,1133,14.325905,248371.71705937386,445,2022-01-04,2022-12-29,360,45.08680555555556,0.06274675690919346,Off Premise,Package/Liquor,80534.0,High,80
1037928587984346531,42.0,27,1.5555556,1135.4850063323975,21,2022-01-14,2022-11-15,306,0.13725490196078433,0.002961082910321489,Off Premise,Convenience,80920.0,Medium,80
1038124409129670108,27.0,5,5.4,245.85000038146973,5,2022-01-07,2022-08-29,235,0.1148936170212766,0.0007050197405527354,On Premise,Barbeque,30519.0,Low,30
1038722334995792811,433.0,240,1.8041667,11155.830017089844,92,2022-01-06,2022-12-22,351,1.2336182336182335,0.012972363226170333,Off Premise,Convenience,80005.0,Medium,80
1038886765878496945,533.0,74,7.2027025,9928.969518661499,25,2022-01-07,2022-12-19,347,1.5360230547550433,0.0035250987027636775,On Premise,Restaurant,80546.0,Medium,80
1038897488246292434,19.999979,1,19.999979,314.09986114501953,1,2022-09-11,2022-09-11,1,19.99997901916504,0.0001410039481105471,On Premise,Bar,81154.0,Low,81
1039177708796570253,137.99998,8,17.249998,1618.3198852539062,8,2022-09-11,2022-09-11,1,137.99998474121094,0.0011280315848843769,,,,Medium,na
1039303197809273417,687.0,63,10.904762,11672.650032043457,24,2022-01-26,2022-12-30,339,2.0265486725663715,0.00338409475465313,On Premise,Restaurant,30342.0,Medium,30
1040545948881776408,20.999939,6,3.4999897,-899.350866317749,6,2022-09-11,2022-09-11,1,20.99993896484375,0.0008460236886632825,On Premise,Restaurant,80205.0,Low,80
1041361123337172848,464.0,246,1.8861789,12763.847101211548,33,2022-01-07,2022-12-28,356,1.303370786516854,0.004653130287648054,Off Premise,Convenience,80807.0,Medium,80
1042767621488341453,97.99998,33,2.9696963,2919.619776725769,11,2022-01-22,2022-12-20,333,0.2942942255610102,0.001551043429216018,On Premise,Restaurant,81212.0,Medium,81
1043061601353495494,9410.9375,635,14.8203745,129365.70737403631,294,2022-01-06,2022-12-30,359,26.214310584958216,0.04145516074450085,Off Premise,Package/Liquor,80134.0,High,80
1044139577007930529,115.0,24,4.7916665,1914.759973526001,8,2022-01-06,2022-12-08,337,0.34124629080118696,0.0011280315848843769,On Premise,Restaurant,81154.0,Medium,81
1045218061416850213,505.0,40,12.625,6229.679985046387,26,2022-01-02,2022-12-13,346,1.4595375722543353,0.0036661026508742244,Off Premise,Package/Liquor,31405.0,Medium,31
1045988957123148810,1389.75,525,2.647143,34056.76826095581,113,2022-01-07,2022-12-29,357,3.892857142857143,0.01593344613649182,Off Premise,Grocery,80124.0,High,80
1046477641565483773,52.0,18,2.8888888,2556.8999881744385,9,2022-01-07,2022-06-09,154,0.33766233766233766,0.0012690355329949238,On Premise,Mexican Rest,30103.0,Medium,30
1046503463695966382,360.0,49,7.3469386,4760.760140958242,22,2022-01-19,2022-12-28,344,1.0465116279069768,0.003102086858432036,On Premise,Bar,81082.0,Medium,81
1047854534256655917,112.99999,5,22.599998,641.1699924468994,5,2022-09-11,2022-09-11,1,112.99999237060547,0.0007050197405527354,On Premise,Restaurant,80122.0,Medium,80
1048244969886449059,3446.0,1439,2.3947186,71263.0570306778,245,2022-01-04,2022-12-27,358,9.625698324022347,0.03454596728708404,Off Premise,Grocery,30350.0,High,30
1048891126698363664,172.0,25,6.88,3429.8901500701904,12,2022-01-22,2022-12-05,318,0.5408805031446541,0.001692047377326565,On Premise,Service Org,80758.0,Medium,80
10489657139215913,939.0,7,134.14285,10616.420103549957,7,2022-09-11,2022-09-11,1,939.0,0.0009870276367738298,On Premise,Restaurant,80487.0,High,80
104900881890752405,1249.0,94,13.287234,20885.900804519653,26,2022-01-12,2022-12-29,352,3.5482954545454546,0.0036661026508742244,On Premise,Service Org,80023.0,High,80
1049183863283045945,43.0,30,1.4333333,943.3899984359741,23,2022-03-24,2022-12-15,267,0.16104868913857678,0.0032430908065425833,Off Premise,Convenience,30078.0,Medium,30
1049582397154368821,273.0,39,7.0,4664.960008621216,27,2022-04-08,2022-12-30,267,1.0224719101123596,0.0038071065989847717,Off Premise,Package/Liquor,80207.0,Medium,80
10498842683647539,702.0,267,2.6292136,17353.46604156494,51,2022-01-06,2022-12-29,358,1.9608938547486034,0.0071912013536379014,Off Premise,Convenience,80226.0,Medium,80
10500207490061039,1599.3334,195,8.20171,29237.63967370987,73,2022-01-10,2022-12-20,345,4.635748910212862,0.010293288212069937,Off Premise,Package/Liquor,80444.0,High,80
105064580062410132,419.0,106,3.95283,9720.073831558228,32,2022-01-04,2022-12-28,359,1.1671309192200556,0.0045121263395375075,On Premise,Bar,80817.0,Medium,80
1050689383083596550,24.0,12,2.0,634.5500030517578,10,2022-02-16,2022-10-11,238,0.10084033613445378,0.0014100394811054709,On Premise,Billiard/Bowling,30720.0,Low,30
1050858513699689837,698.0,236,2.957627,14605.028730392456,88,2022-01-10,2022-12-26,351,1.9886039886039886,0.012408347433728144,Off Premise,Convenience,30071.0,Medium,30
1051732061041951426,191.99995,10,19.199995,1764.8291082382202,10,2022-06-01,2022-09-11,103,1.8640772254721631,0.0014100394811054709,On Premise,Restaurant,80401.0,Medium,80
105227051645036152,1.999992,1,1.999992,38.20984649658203,1,2022-09-11,2022-09-11,1,1.9999920129776,0.0001410039481105471,,,,Low,na
1052746582799504067,5191.25,1422,3.6506681,121620.59199237823,195,2022-01-04,2022-12-29,360,14.42013888888889,0.027495769881556685,Off Premise,Super Center,30165.0,High,30
1053155992886996381,421.0,271,1.5535055,11534.360019683838,71,2022-01-06,2022-12-30,359,1.1727019498607243,0.010011280315848844,Off Premise,Convenience,80621.0,Medium,80
1053378798321216159,745.0,41,18.170732,9120.990324020386,11,2022-02-22,2022-12-28,310,2.403225806451613,0.001551043429216018,On Premise,Italian,80237.0,Medium,80
1053416366079642202,7815.933,571,13.688149,111976.78551399708,196,2022-01-04,2022-12-27,358,21.832215378404328,0.02763677382966723,Off Premise,Package/Liquor,80751.0,High,80
1053701245418082101,784.0,230,3.4086957,32001.852996826172,32,2022-01-03,2022-12-26,358,2.189944134078212,0.0045121263395375075,On Premise,Bar,80211.0,Medium,80
1054566380676117609,413.0,66,6.257576,13223.91798210144,18,2022-01-24,2022-12-28,339,1.2182890855457227,0.0025380710659898475,On Premise,Billiard/Bowling,30736.0,Medium,30
1054893709083810164,1334.0,463,2.8812096,21870.440598487854,114,2022-01-06,2022-12-22,351,3.8005698005698005,0.016074450084602367,Off Premise,Convenience,30329.0,High,30
1055161772540174888,27.0,12,2.25,674.114990234375,9,2022-02-01,2022-06-27,147,0.1836734693877551,0.0012690355329949238,On Premise,Golf - Private,81067.0,Low,81
1055196084923568184,150.0,5,30.0,768.5999479293823,5,2022-09-11,2022-09-11,1,150.0,0.0007050197405527354,On Premise,Restaurant,81224.0,Medium,81
1055318442449840680,51.0,7,7.285714,620.8499455451965,7,2022-09-11,2022-09-11,1,51.0,0.0009870276367738298,On Premise,Other On Premise,81225.0,Medium,81
1056038425426463999,22.0,8,2.75,741.4000053405762,4,2022-01-27,2022-07-28,183,0.12021857923497267,0.0005640157924421884,On Premise,Asian,80203.0,Low,80
1056606757531308698,61.0,31,1.967742,3084.4790077209473,13,2022-01-16,2022-12-20,339,0.17994100294985252,0.0018330513254371122,On Premise,Service Org,80524.0,Medium,80
1057223373529991552,7588.0,2297,3.3034394,140154.96994304657,282,2022-01-03,2022-12-26,358,21.195530726256983,0.03976311336717428,Off Premise,Grocery,30019.0,High,30
1057921504644721385,3812.0332,395,9.650717,53496.52234071493,161,2022-01-13,2022-12-23,345,11.04937160326087,0.022701635645798083,Off Premise,Package/Liquor,80104.0,High,80
1057951266119623074,22.000008,2,11.000004,542.5902061462402,2,2022-09-11,2022-09-11,1,22.00000762939453,0.0002820078962210942,On Premise,Other On Premise,81620.0,Low,81
1058173289164714587,135.0,8,16.875,1177.9700164794922,8,2022-09-11,2022-09-11,1,135.0,0.0011280315848843769,,,,Medium,na
1058381139381770649,556.0,81,6.8641977,9971.585569381714,16,2022-01-05,2022-12-22,352,1.5795454545454546,0.0022560631697687537,On Premise,Bar,80122.0,Medium,80
1058786289122064962,462.0,30,15.4,21477.069694519043,27,2022-01-11,2022-11-28,322,1.434782608695652,0.0038071065989847717,Off Premise,Package/Liquor,30068.0,Medium,30
1060136918005761344,21.0,3,7.0,174.9100112915039,3,2022-09-11,2022-09-11,1,21.0,0.00042301184433164127,,,,Low,na
1060324079855632146,780.93335,263,2.9693284,17607.2900223732,120,2022-08-23,2022-12-26,126,6.197883727058532,0.01692047377326565,Off Premise,Convenience,30705.0,Medium,30
1060625256186486553,4583.0,23,199.26086,39922.38081598282,20,2022-09-11,2022-12-15,96,47.739583333333336,0.0028200789622109417,On Premise,Bar,80211.0,High,80
1061969815634728357,34.0,8,4.25,660.0199975967407,6,2022-06-28,2022-11-10,136,0.25,0.0008460236886632825,On Premise,Restaurant,80537.0,Low,80
1062877812650994332,9.0,2,4.5,278.5400085449219,2,2022-02-07,2022-08-07,182,0.04945054945054945,0.0002820078962210942,On Premise,Asian,80222.0,Low,80
1063029901053494999,515.0,172,2.9941862,13272.232028961182,29,2022-01-12,2022-12-28,351,1.4672364672364673,0.0040891144952058655,Off Premise,Convenience,80227.0,Medium,80
1063949640180888129,524.99963,52,10.096147,6396.737681388855,17,2022-02-09,2022-12-28,323,1.6253858631240325,0.0023970671178793006,On Premise,Sports/Rec Club,80427.0,Medium,80
1064827000676813061,19.999992,1,19.999992,300.46993255615234,1,2022-09-11,2022-09-11,1,19.99999237060547,0.0001410039481105471,On Premise,Other On Premise,80463.0,Low,80
1064891905272581995,137.0,72,1.9027778,3979.742012023926,50,2022-01-24,2022-12-05,316,0.43354430379746833,0.007050197405527355,Off Premise,Package/Liquor,30084.0,Medium,30
1066124305554103066,5.0,5,1.0,122.95000076293945,3,2022-01-31,2022-08-26,208,0.02403846153846154,0.00042301184433164127,On Premise,Pizza,30097.0,Low,30
1066287066655869900,1240.125,380,3.2634869,28381.424461603165,78,2022-01-04,2022-12-30,361,3.4352493074792245,0.010998307952622674,Off Premise,Convenience,30720.0,High,30
1066887243772355892,2.0,2,1.0,91.7599983215332,2,2022-02-02,2022-02-02,1,2.0,0.0002820078962210942,On Premise,Coffee House,80205.0,Low,80
1066983578181554541,853.0,247,3.4534414,18804.764978408813,89,2022-01-05,2022-12-30,360,2.3694444444444445,0.012549351381838691,Off Premise,Convenience,30012.0,High,30
1068008672749708734,126.0,3,42.0,1270.5100264549255,3,2022-09-11,2022-09-11,1,126.0,0.00042301184433164127,On Premise,Restaurant,80524.0,Medium,80
1070277485292949031,9.0,2,4.5,497.2799835205078,2,2022-10-17,2022-10-17,1,9.0,0.0002820078962210942,Off Premise,Package/Liquor,31909.0,Low,31
1072018068177452196,4847.1167,507,9.560388,55113.0516834259,205,2022-01-04,2022-12-28,359,13.501717825121867,0.028905809362662155,Off Premise,Package/Liquor,81008.0,High,81
1072080627424746953,6.0,1,6.0,83.98999786376953,1,2022-09-11,2022-09-11,1,6.0,0.0001410039481105471,On Premise,Restaurant,80538.0,Low,80
1073673009638227380,3848.0,1715,2.2437317,83405.15804290771,276,2022-01-01,2022-12-29,363,10.600550964187327,0.038917089678511,Off Premise,Grocery,30307.0,High,30
1074229598067264949,17.0,8,2.125,1025.3999977111816,6,2022-01-26,2022-07-06,162,0.10493827160493827,0.0008460236886632825,On Premise,Mexican Rest,30019.0,Low,30
1075020335160177391,8.0,5,1.6,260.5999946594238,2,2022-07-22,2022-12-27,159,0.050314465408805034,0.0002820078962210942,On Premise,Restaurant,81321.0,Low,81
1075630325302360186,672.525,184,3.6550274,14197.154083251953,63,2022-01-06,2022-12-21,350,1.9215000697544642,0.008883248730964468,Off Premise,Convenience,30161.0,Medium,30
107673104973022945,118.0,19,6.2105265,2792.9199829101562,10,2022-08-15,2022-12-26,134,0.8805970149253731,0.0014100394811054709,On Premise,Restaurant,30033.0,Medium,30
1077249719051602257,2819.0,595,4.737815,59363.560866355896,119,2022-01-10,2022-12-30,355,7.940845070422535,0.016779469825155106,Off Premise,Convenience,30044.0,High,30
107731247479160095,428.0,72,5.9444447,10270.974924087524,10,2022-01-03,2022-12-19,351,1.2193732193732194,0.0014100394811054709,On Premise,Bar,81004.0,Medium,81
1077930138151054283,27.0,3,9.0,302.75000762939453,3,2022-09-11,2022-09-11,1,27.0,0.00042301184433164127,On Premise,Restaurant,81301.0,Low,81
1078493871929657778,30.0,1,30.0,250.5400047302246,1,2022-09-11,2022-09-11,1,30.0,0.0001410039481105471,,,,Low,na
1079423295244475277,47.0,34,1.382353,3470.5799980163574,14,2022-02-04,2022-12-22,322,0.14596273291925466,0.0019740552735476595,On Premise,Restaurant,30721.0,Medium,30
1080744502017103056,24.0,1,24.0,125.78000259399414,1,2022-09-11,2022-09-11,1,24.0,0.0001410039481105471,On Premise,Restaurant,80466.0,Low,80
1081187383978418681,416.0,5,83.2,4741.879859924316,5,2022-09-11,2022-09-11,1,416.0,0.0007050197405527354,On Premise,Other On Premise,81230.0,Medium,81
1082332438014605784,11983.7705,740,16.194284,151988.13709545135,241,2022-01-06,2022-12-30,359,33.38097634488162,0.03398195149464185,Off Premise,Package/Liquor,80501.0,High,80
1082484277848519785,1239.1666,508,2.4393044,28380.549589157104,131,2022-01-04,2022-12-27,358,3.4613592904373256,0.01847151720248167,Off Premise,Grocery,80233.0,High,80
108259031855630246,1335.0,441,3.027211,29045.62177848816,126,2022-01-13,2022-12-28,350,3.8142857142857145,0.017766497461928935,Off Premise,Convenience,30705.0,High,30
1082822971566526371,10626.3955,894,11.886349,122483.13249832392,345,2022-01-04,2022-12-28,359,29.599987486942897,0.048646362098138746,Off Premise,Package/Liquor,80923.0,High,80
1082908270565269739,4811.5,282,17.062057,48299.56216287613,146,2022-01-06,2022-12-30,359,13.402506963788301,0.020586576424139875,Off Premise,Package/Liquor,80020.0,High,80
1083966745894460481,678.5,194,3.4974227,14485.404754638672,68,2022-01-13,2022-12-29,351,1.933048433048433,0.009588268471517203,Off Premise,Convenience,30114.0,Medium,30
1084341319887245778,44.0,14,3.142857,1588.5050010681152,12,2022-02-15,2022-09-12,210,0.20952380952380953,0.001692047377326565,On Premise,Bar,30030.0,Medium,30
1084440534493110032,2239.6667,349,6.417383,34234.906129837036,114,2022-01-05,2022-12-28,358,6.25605236884602,0.016074450084602367,Off Premise,Package/Liquor,80132.0,High,80
1084956984884711600,70.0,46,1.5217391,1538.7700004577637,33,2022-01-11,2022-11-09,303,0.23102310231023102,0.004653130287648054,Off Premise,All Other N/A Off Premise,30710.0,Medium,30
1085873647378172967,4997.4165,359,13.920381,58563.401277542114,177,2022-01-06,2022-12-24,353,14.15698726319051,0.024957698815566837,Off Premise,Package/Liquor,80020.0,High,80
1086890474472100020,8.0,3,2.6666667,92.9699649810791,3,2022-06-28,2022-09-11,76,0.10526315789473684,0.00042301184433164127,On Premise,Restaurant,81101.0,Low,81
1086918471746836194,200.99997,11,18.272724,3171.189516067505,11,2022-09-11,2022-09-11,1,200.99996948242188,0.001551043429216018,On Premise,Other On Premise,80202.0,Medium,80
1086993198447397839,13182.0,640,20.596874,177386.61679077148,210,2022-01-06,2022-12-29,358,36.82122905027933,0.02961082910321489,Off Premise,Package/Liquor,80210.0,High,80
1087490570080338874,79.99999,3,26.666664,705.2999420166016,3,2022-09-11,2022-09-11,1,79.99999237060547,0.00042301184433164127,On Premise,Restaurant,80501.0,Medium,80
