product_id,total_quantity,transaction_count,avg_quantity_per_transaction,total_value,store_count,first_sale,last_sale,days_active,velocity_units_per_day,store_penetration,cumulative_quantity,quantity_percentage,abc_tier_quantity,abc_tier_value,velocity_segment
916393097567777987,71604.0,581,123.24268,465336.044570446,484,2022-09-11,2022-12-30,111,645.081081081081,0.03356682155489285,6.35727e+06,38.087234,A,A,Fast
2982836183234975951,70641.0,719,98.248955,337559.7880296707,479,2022-09-11,2022-12-30,111,636.4054054054054,0.03322005686940842,6.427911e+06,38.510452,A,A,Fast
6661788515180380726,69658.65,738,94.38841,2568527.3803554773,581,2022-09-11,2022-12-30,111,627.5553913288288,0.040294056453290795,6.4975695e+06,38.927784,A,A,Fast
7712658751322313118,69012.0,376,183.54256,677582.6581668854,249,2022-09-11,2022-12-30,111,621.7297297297297,0.017268881337124627,6.5665815e+06,39.341248,A,A,Fast
1355221146658254593,67645.11,7622,8.874982,1348253.9775555134,1338,2022-01-03,2022-12-30,362,186.86494302486187,0.09279422983563354,6.6342265e+06,39.746517,A,A,Fast
3403023748159892753,66973.0,430,155.75116,690008.2979383469,361,2022-09-11,2022-12-29,110,608.8454545454546,0.025036410291975866,6.7011995e+06,40.147762,A,A,Fast
429738700876868379,66288.0,468,141.64102,759129.0292339325,399,2022-09-11,2022-12-30,111,597.1891891891892,0.027671821901657536,6.7674875e+06,40.5449,A,A,Fast
2569360430329928370,66138.0,254,260.38583,198880.08662247658,208,2022-09-11,2022-12-27,108,612.3888888888889,0.0144254109161523,6.8336255e+06,40.94114,A,A,Fast
7776281080438582461,65391.0,353,185.24362,47682.12584143877,293,2022-09-11,2022-12-21,102,641.0882352941177,0.020320410569387614,6.8990165e+06,41.332905,A,B,Fast
3965996009832298069,63604.375,9567,6.648309,1538999.9469774961,2284,2022-01-02,2022-12-31,364,174.73729395604394,0.15840210832928775,6.962621e+06,41.71397,A,A,Fast
4655343393186360847,63385.0,368,172.24185,579615.6319923401,310,2022-09-11,2022-12-30,111,571.0360360360361,0.021499410500034677,7.026006e+06,42.09372,A,A,Fast
4098058333001424920,61885.0,20666,2.994532,1395141.988883257,4831,2022-01-02,2022-12-31,364,170.01373626373626,0.33504403911505654,7.087891e+06,42.46448,A,A,Fast
1108488949988300760,61853.0,970,63.76598,492519.1280593872,669,2022-09-11,2022-12-30,111,557.2342342342342,0.04639711491781677,7.149744e+06,42.83505,A,A,Fast
8193331607510333882,61620.0,874,70.50343,489781.20785808563,640,2022-09-11,2022-12-30,111,555.1351351351351,0.04438587974200708,7.211364e+06,43.20422,A,A,Fast
9114472014485214982,61123.0,282,216.74823,43137.03237813711,242,2022-09-11,2022-12-29,110,555.6636363636363,0.016783410777446425,7.272487e+06,43.570415,A,B,Fast
1548407322441665611,60417.0,288,209.78125,42728.72194623947,246,2022-09-11,2022-12-30,111,544.2972972972973,0.01706082252583397,7.332904e+06,43.932384,A,B,Fast
4901841959266152685,59726.0,832,71.78606,922405.8910503387,759,2022-09-11,2022-12-30,111,538.072072072072,0.052638879256536514,7.39263e+06,44.290207,A,A,Fast
7660365129551200715,59069.0,15,3937.9333,1109704.1405181885,10,2022-09-11,2022-12-27,108,546.9351851851852,0.0006935293709688606,7.451699e+06,44.6441,A,A,Fast
6909820406326293828,56829.0,440,129.15681,1025464.2627782822,376,2022-08-31,2022-12-30,122,465.8114754098361,0.026076704348429156,7.508528e+06,44.98457,A,A,Fast
8176384535280860253,56454.0,822,68.67883,450114.12706947327,636,2022-09-11,2022-12-30,111,508.5945945945946,0.04410846799361953,7.564982e+06,45.322792,A,A,Fast
4570988632387137438,56371.125,11246,5.012549,1122546.3686292171,1806,2022-01-03,2022-12-30,362,155.72133977900552,0.1252514043969762,7.621353e+06,45.66052,A,A,Fast
8174625658473329985,56361.125,31729,1.7763284,1782373.3694822788,5631,2022-01-01,2022-12-31,365,154.4140410958904,0.39052638879256535,7.677714e+06,45.998184,A,A,Fast
1371936917923350372,55678.332,13623,4.087083,1629360.062291503,2746,2022-01-01,2022-12-30,364,152.9624506353022,0.1904431652680491,7.7333925e+06,46.331764,A,A,Fast
4524932930736383075,55458.145,1400,39.61296,3140349.1043348312,878,2022-09-11,2022-12-30,111,499.6229237049549,0.06089187877106596,7.7888505e+06,46.664017,A,A,Fast
2000299989413890957,55368.0,1769,31.29904,1333029.061805725,1268,2022-09-11,2022-12-30,111,498.81081081081084,0.08793952423885151,7.8442185e+06,46.995735,A,A,Fast
6639182541769323770,52516.0,469,111.97441,425426.52717638016,392,2022-09-11,2022-12-30,111,473.1171171171171,0.02718635134197933,7.8967345e+06,47.310368,A,A,Fast
5517144173318191727,52207.0,804,64.93408,415061.16667842865,591,2022-09-11,2022-12-30,111,470.3333333333333,0.04098758582425966,7.9489415e+06,47.623146,A,A,Fast
1271951761907094129,49677.457,13640,3.6420424,1131159.8460855484,3618,2022-01-03,2022-12-31,363,136.85249870867767,0.25091892641653374,7.998619e+06,47.92077,A,A,Fast
9158358945329890575,48932.5,8972,5.4539123,1016638.4029520154,2131,2022-01-02,2022-12-30,363,134.80027548209367,0.14779110895346417,8.0475515e+06,48.21393,A,A,Fast
4227518894601953647,48908.992,1257,38.9093,1095605.322441101,982,2022-09-11,2022-12-30,111,440.62155123873873,0.0681045842291421,8.0964605e+06,48.50695,A,A,Fast
2866058112054092230,48092.996,989,48.627903,307067.10459566116,805,2022-09-11,2022-12-30,111,433.2702350788288,0.05582911436299327,8.1445535e+06,48.795082,A,A,Fast
3968076782240786250,48051.0,330,145.60909,111578.2845466137,238,2022-09-11,2022-12-30,111,432.8918918918919,0.01650599902905888,8.1926045e+06,49.082962,A,B,Fast
4134274407947596458,47686.0,577,82.644714,928145.2828903198,483,2022-09-11,2022-12-30,111,429.60360360360363,0.03349746861779596,8.2402905e+06,49.368656,A,A,Fast
1388099319798882054,47045.0,861,54.639954,375459.8460845947,641,2022-09-11,2022-12-30,111,423.8288288288288,0.04445523267910396,8.2873355e+06,49.65051,A,A,Fast
5651843195400159629,47012.0,613,76.69168,251082.40117502213,514,2022-09-11,2022-12-30,111,423.5315315315315,0.03564740966779943,8.3343475e+06,49.93216,A,A,Fast
1120490062981954254,46695.668,4692,9.9521885,697343.7095468044,1035,2022-01-03,2022-12-30,362,128.99355792472375,0.07178028989527707,8.381043e+06,50.211918,A,A,Fast
839059468320658528,46231.465,8745,5.286617,744371.1128656864,1669,2022-01-03,2022-12-30,362,127.71122885013813,0.11575005201470283,8.427274e+06,50.488895,A,A,Fast
719849045201404526,46034.0,220,209.24545,32647.789829969406,195,2022-09-11,2022-12-28,109,422.3302752293578,0.013523822733892781,8.473308e+06,50.76469,A,B,Fast
7723484071811439958,45218.0,341,132.60411,344314.7226510672,276,2022-09-11,2022-12-30,111,407.3693693693694,0.01914141063874055,8.518526e+06,51.035603,A,A,Fast
2239307647969388381,44612.582,11390,3.9168203,895044.5062607527,1857,2022-01-02,2022-12-30,363,122.89967501721763,0.1287884041889174,8.563139e+06,51.30288,A,A,Fast
2525510189893188235,44457.832,6155,7.2230434,885301.0349987745,1212,2022-01-03,2022-12-30,362,122.81169069406077,0.0840557597614259,8.607597e+06,51.569237,A,A,Fast
1201594281387648185,44379.3,1120,39.624374,1247061.9768332243,180,2022-01-09,2022-12-30,356,124.66095725070225,0.012483528677439489,8.651976e+06,51.835114,A,A,Fast
7431487353670755453,44213.0,466,94.877686,854112.3521461487,376,2022-09-11,2022-12-30,111,398.31531531531533,0.026076704348429156,8.696189e+06,52.100002,A,A,Fast
8456670153959774587,43721.555,9844,4.441442,611681.6284338236,1965,2022-01-02,2022-12-30,363,120.44505423553719,0.1362785213953811,8.739911e+06,52.361946,A,A,Fast
5693202574196630690,42594.0,233,182.80687,30479.269757688046,203,2022-09-11,2022-12-29,110,387.2181818181818,0.014078646230667869,8.782505e+06,52.617134,A,B,Fast
745173500973914274,42307.0,819,51.6569,335268.72520685196,611,2022-09-11,2022-12-30,111,381.14414414414415,0.04237464456619738,8.824812e+06,52.8706,A,A,Fast
2656259579056693168,42088.0,519,81.09441,818634.133152008,432,2022-09-11,2022-12-31,112,375.7857142857143,0.029960468825854774,8.8669e+06,53.122753,A,A,Fast
6520350496319067099,40789.0,358,113.93575,302210.7006664276,310,2022-09-11,2022-12-30,111,367.4684684684685,0.021499410500034677,8.907689e+06,53.367126,A,A,Fast
2769189378677574170,40579.0,513,79.101364,373345.9991760254,450,2022-09-11,2022-12-30,111,365.5765765765766,0.031208821693598725,8.948268e+06,53.61024,A,A,Fast
4812820769215907968,40244.0,706,57.002834,320535.36505174637,558,2022-09-11,2022-12-30,111,362.55855855855856,0.038698938900062416,8.988512e+06,53.85135,A,A,Fast
7963648500672972685,39345.0,575,68.42609,386852.50440979004,419,2022-09-11,2022-12-30,111,354.4594594594595,0.029058880643595256,9.027857e+06,54.087067,A,A,Fast
5615873819927702017,39083.0,229,170.66812,242932.32489026152,125,2022-09-11,2022-12-30,111,352.0990990990991,0.008669117137110757,9.06694e+06,54.321217,A,A,Fast
4240185897530825786,38973.61,916,42.547607,1108948.546899438,138,2022-01-04,2022-12-30,361,107.96013677285319,0.009570705319370276,9.105914e+06,54.554718,A,A,Fast
7029448080469668619,38830.8,19120,2.0308995,1215907.2422468662,2793,2022-01-01,2022-12-31,365,106.3857555650685,0.19370275331160275,9.144745e+06,54.78736,A,A,Fast
1835194265081182189,38575.367,6077,6.347765,745433.2309081554,1149,2022-01-02,2022-12-30,363,106.26822916666667,0.07968652472432207,9.18332e+06,55.018467,A,A,Fast
3351624256405719595,38535.0,382,100.87696,248297.29666900635,319,2022-09-11,2022-12-28,109,353.5321100917431,0.02212358693390665,9.221855e+06,55.249332,A,A,Fast
6161739548502464964,38113.0,579,65.82556,304306.32499694824,480,2022-09-11,2022-12-30,111,343.36036036036035,0.033289409806505306,9.259968e+06,55.477673,A,A,Fast
5084288664768773044,37330.0,176,212.10228,115228.12900042534,146,2022-09-11,2022-12-29,110,339.3636363636364,0.010125528816145363,9.297298e+06,55.70133,A,B,Fast
959317400596387314,35745.332,6814,5.2458663,681739.8958780766,1585,2022-01-03,2022-12-30,362,98.74401113604972,0.1099244052985644,9.333043e+06,55.915474,A,A,Fast
7218799872470189569,35653.0,170,209.72353,24771.224761545658,157,2022-09-11,2022-12-29,110,324.1181818181818,0.01088841112421111,9.368696e+06,56.12908,A,B,Fast
7162840612005571065,35060.0,705,49.730495,1190751.8444900513,490,2022-09-11,2022-12-30,111,315.85585585585585,0.033982939177474164,9.403756e+06,56.339127,A,A,Fast
6829081389331965180,34865.0,875,39.845715,276535.4442152977,563,2022-09-11,2022-12-30,111,314.0990990990991,0.03904570358554685,9.438621e+06,56.54801,A,A,Fast
3406388644347676992,34511.0,595,58.001682,275432.0444307327,470,2022-09-11,2022-12-30,111,310.9099099099099,0.03259588043553645,9.473132e+06,56.75477,A,A,Fast
1288112997726060694,33786.043,19749,1.7107724,937767.5596228838,4682,2022-01-01,2022-12-30,364,92.8187993646978,0.3247104514876205,9.506918e+06,56.957184,A,A,Fast
2258747115919456585,33711.668,5366,6.282458,764765.7878153324,1329,2022-01-03,2022-12-30,362,93.12615460980663,0.09217005340176157,9.54063e+06,57.159157,A,A,Fast
1394381856358939027,33119.3,2817,11.75694,805886.1692286134,1095,2022-01-04,2022-12-30,361,91.74321546052632,0.07594146612109023,9.573749e+06,57.35758,A,A,Fast
1401422983880045188,33094.0,575,57.554783,263699.64419078827,502,2022-09-11,2022-12-30,111,298.14414414414415,0.0348151744226368,9.606843e+06,57.555847,A,A,Fast
5643093325457418008,32519.0,254,128.02756,444925.6354408264,229,2022-09-11,2022-12-29,110,295.6272727272727,0.015881822595186907,9.639362e+06,57.75067,A,A,Fast
225226431103398738,32162.0,700,45.945713,131912.29689508956,570,2022-09-11,2022-12-30,111,289.7477477477477,0.03953117414522505,9.671524e+06,57.943363,A,A,Fast
5055088693746995746,32083.0,798,40.20426,255037.8039970398,539,2022-09-11,2022-12-30,111,289.036036036036,0.03738123309522158,9.703607e+06,58.135574,A,A,Fast
2303727811338492139,31898.0,587,54.340717,174268.77371883392,463,2022-09-11,2022-12-30,111,287.3693693693694,0.03211040987585824,9.735505e+06,58.32668,A,A,Fast
5237747548711424858,31295.0,305,102.60656,157367.93181848526,233,2022-09-11,2022-12-30,111,281.93693693693695,0.01615923434357445,9.7668e+06,58.51417,A,A,Fast
4185167139567650659,31268.223,5322,5.8752766,532814.0462369919,1569,2022-01-03,2022-12-30,362,86.37630568024862,0.10881475830501422,9.798068e+06,58.701504,A,A,Fast
7629138479184041110,30562.25,8035,3.8036404,909084.9030809402,1914,2022-01-02,2022-12-31,364,83.96222527472527,0.1327415216034399,9.82863e+06,58.8846,A,A,Fast
977091058156188070,30375.998,870,34.91494,515046.0567674637,786,2022-09-11,2022-12-28,109,278.6788811639908,0.05451140855815244,9.859006e+06,59.06659,A,A,Fast
273773558676642674,30156.0,19,1587.1578,375913.0271959305,13,2022-09-11,2022-12-22,103,292.77669902912623,0.0009015881822595187,9.889162e+06,59.24726,A,A,Fast
4771520654859799078,29805.0,345,86.391304,220603.55713653564,293,2022-09-11,2022-12-29,110,270.95454545454544,0.020320410569387614,9.918967e+06,59.425823,A,A,Fast
1938760505411922162,29680.0,16446,1.8046942,3475517.0,2156,2022-01-02,2022-12-31,364,81.53846153846153,0.14952493238088632,9.948647e+06,59.603645,A,A,Fast
8828578241679772637,29457.5,325,90.63846,238774.08168530464,300,2022-09-11,2022-12-30,111,265.3828828828829,0.020805881129065815,9.978104e+06,59.78012,A,A,Fast
526851023372603116,29357.0,429,68.43124,450053.8034210205,358,2022-09-11,2022-12-30,111,264.47747747747746,0.024828351480685205,1.0007461e+07,59.956,A,A,Fast
5541735957197008356,29302.0,209,140.20096,20855.2559030056,180,2022-09-11,2022-12-29,110,266.3818181818182,0.012483528677439489,1.0036763e+07,60.131557,A,B,Fast
5787490965803417985,28396.0,528,53.780304,162816.41397030558,450,2022-09-11,2022-12-30,111,255.81981981981983,0.031208821693598725,1.0065159e+07,60.301678,A,A,Fast
2262431355921878551,28131.875,750,37.509167,987740.2598458529,509,2022-09-11,2022-12-30,111,253.4403153153153,0.035300644982315,1.0093291e+07,60.470222,A,A,Fast
4990795394027517284,28118.0,252,111.57937,166485.82713508606,204,2022-09-11,2022-12-30,111,253.3153153153153,0.014147999167764755,1.0121409e+07,60.63868,A,A,Fast
8517236218462495613,27691.0,200,138.455,19505.584680736065,176,2022-09-11,2022-12-19,100,276.91,0.012206116929051946,1.01491e+07,60.80458,A,B,Fast
7871778702535050683,27664.732,17355,1.5940497,909819.9770498276,3542,2022-01-02,2022-12-30,363,76.21138408230027,0.2456481031971704,1.0176765e+07,60.970325,A,A,Fast
4051297824522998476,27507.0,710,38.742252,107139.06263327599,677,2022-09-11,2022-12-30,111,247.8108108108108,0.04695193841459186,1.0204272e+07,61.135124,A,B,Fast
4451855961536069898,27412.867,15973,1.7162002,861189.8780510426,2731,2022-01-01,2022-12-31,365,75.10374571917808,0.18940287121159582,1.0231685e+07,61.29936,A,A,Fast
1009179103632945474,27321.834,8485,3.2200158,548192.9064815044,1730,2022-01-03,2022-12-30,362,75.47467951484806,0.11998058117761287,1.0259007e+07,61.463047,A,A,Fast
122421118989005401,27090.0,154,175.90909,46972.79985809326,148,2022-09-11,2022-12-19,100,270.9,0.010264234690339135,1.0286097e+07,61.62535,A,B,Fast
7170592116007465797,27053.066,18648,1.4507221,1047184.64112854,4037,2022-01-01,2022-12-31,365,74.11799015410959,0.279977807060129,1.031315e+07,61.787426,A,A,Fast
659690019273284958,26785.834,804,33.315716,911178.8433529735,554,2022-09-11,2022-12-31,112,239.15923200334822,0.03842152715167487,1.0339936e+07,61.947906,A,A,Fast
6334750440340409713,26699.0,263,101.51711,158355.83267965913,202,2022-09-11,2022-12-30,111,240.53153153153153,0.014009293293570983,1.0366635e+07,62.10786,A,A,Fast
4258363668933662624,26562.0,451,58.895786,211644.7233839035,383,2022-09-11,2022-12-29,110,241.47272727272727,0.026562174908107358,1.0393197e+07,62.267,A,A,Fast
559026858642249681,26249.0,135,194.43704,37849.79395925999,115,2022-09-11,2022-12-30,111,236.47747747747746,0.007975587766141896,1.0419446e+07,62.42426,A,B,Fast
2102170223015980354,25560.0,247,103.48178,207583.46881961823,190,2022-09-11,2022-12-30,111,230.27027027027026,0.01317705804840835,1.0445006e+07,62.577393,A,A,Fast
2811937796518769916,25496.01,1610,15.836031,1138602.8665542603,1186,2022-09-11,2022-12-30,111,229.6937816722973,0.08225258339690686,1.0470502e+07,62.730145,A,A,Fast
4667445329884795783,25356.0,51,497.17648,39348.05008149147,49,2022-09-11,2022-11-15,66,384.1818181818182,0.0033982939177474164,1.0495858e+07,62.882053,A,B,Fast
3516587220187345473,25250.666,12521,2.0166652,564399.3382854462,2614,2022-01-02,2022-12-30,363,69.56106340392562,0.18128857757126016,1.0521109e+07,63.033337,A,A,Fast
3407816598812292920,25149.533,10798,2.3290918,729320.8314759731,2034,2022-01-03,2022-12-30,362,69.47384862741713,0.14106387405506624,1.0546259e+07,63.18401,A,A,Fast
145852603040678098,25039.6,12970,1.9305782,572144.7187359333,2747,2022-01-03,2022-12-30,362,69.17016466678177,0.19051251820514598,1.0571299e+07,63.33403,A,A,Fast
1891483770450304044,24964.0,298,83.77181,192063.52099084854,287,2022-09-11,2022-12-27,108,231.14814814814815,0.019904292946806297,1.0596263e+07,63.483597,A,A,Fast
4132331673431899392,24923.0,1,24923.0,296748.4351615906,1,2022-09-11,2022-09-11,1,24923.0,6.935293709688605e-05,1.0621186e+07,63.63291,A,A,Fast
1734040924152461164,24876.0,376,66.15958,111154.29447579384,338,2022-09-11,2022-12-19,100,248.76,0.023441292738747486,1.0646062e+07,63.781948,A,B,Fast
6800268053076616709,24785.0,308,80.47078,277385.5109529495,259,2022-09-11,2022-12-30,111,223.2882882882883,0.017962410708093488,1.0670847e+07,63.930435,A,A,Fast
8113490435820207651,24771.0,343,72.21866,445638.1524887085,305,2022-09-11,2022-12-28,109,227.25688073394497,0.021152645814550248,1.0695618e+07,64.07884,A,A,Fast
6760020673893186599,24607.0,507,48.534515,117937.54916858673,358,2022-09-11,2022-12-30,111,221.6846846846847,0.024828351480685205,1.0720225e+07,64.226265,A,A,Fast
6836551149114885197,24601.0,540,45.557407,356866.9696483612,459,2022-09-11,2022-12-30,111,221.63063063063063,0.031832998127470695,1.0744826e+07,64.37366,A,A,Fast
6529217055583158447,24559.2,13243,1.8545042,546324.7943496704,2822,2022-01-02,2022-12-31,364,67.47032752403847,0.19571398848741245,1.0769385e+07,64.52079,A,A,Fast
2836569121407832322,24458.0,252,97.05556,117326.3930775607,230,2022-09-11,2022-12-30,111,220.34234234234233,0.01595117553228379,1.0793843e+07,64.66732,A,A,Fast
2043892875138463556,24261.0,131,185.19847,31346.761095046997,117,2022-09-11,2022-12-30,111,218.56756756756758,0.008114293640335668,1.0818104e+07,64.812675,A,B,Fast
7465450428413505061,24241.0,545,44.4789,275435.95461559296,504,2022-09-11,2022-12-30,111,218.38738738738738,0.034953880296830574,1.0842345e+07,64.9579,A,A,Fast
3798478397326482162,24192.0,250,96.768,285604.8127336502,199,2022-09-11,2022-12-29,110,219.92727272727274,0.013801234482280324,1.0866537e+07,65.10284,A,A,Fast
8119293806226571630,23920.0,288,83.05556,169089.63301324844,258,2022-09-11,2022-12-30,111,215.4954954954955,0.0178930577709966,1.0890457e+07,65.24615,A,A,Fast
